"Country.Name","Program.Name","FY2010"
"Slovakia","Migration and Refugee Assistance",254655
"Slovakia","Narcotics Control",NA
"Slovakia","Nonproliferation, Anti-Terrorism, Demining and Related",NA
"Slovakia","Other Active Grant Programs",953553
"Slovakia","Other State Assistance",NA
"Slovakia","Other USAID Assistance",NA
"Slovakia","Peace Corps",NA
"Slovenia","Department of Defense Security Assistance",NA
"Slovenia","Nonproliferation, Anti-Terrorism, Demining and Related",50000
"Slovenia","Other Active Grant Programs",1583873
"Slovenia","Other State Assistance",NA
"Slovenia","Other USAID Assistance",NA
"Slovenia","Title II",NA
"Solomon Islands","Economic Support Fund/Security Support Assistance",NA
"Solomon Islands","Narcotics Control",150000
"Solomon Islands","Other Active Grant Programs",NA
"Solomon Islands","Other USAID Assistance",75000
"Solomon Islands","Peace Corps",NA
"Somalia","Child Survival and Health",NA
"Somalia","Development Assistance",2966
"Somalia","Economic Support Fund/Security Support Assistance",23350478
"Somalia","Global Health and Child Survival",1647355
"Somalia","Migration and Refugee Assistance",NA
"Somalia","Narcotics Control",293380
"Somalia","Nonproliferation, Anti-Terrorism, Demining and Related",2020440
"Somalia","Other Active Grant Programs",1105447
"Somalia","Other Food Aid Programs",NA
"Somalia","Other State Assistance",1013619
"Somalia","Other USAID Assistance",16667075
"Somalia","Peace Corps",NA
"Somalia","Title I",NA
"Somalia","Title II",15187900
"South Africa","Child Survival and Health",200398
"South Africa","Department of Defense Security Assistance",NA
"South Africa","Development Assistance",13687617
"South Africa","Economic Support Fund/Security Support Assistance",1325000
"South Africa","Global HIV/AIDS Initiative",11662959
"South Africa","Global Health and Child Survival",499497412
"South Africa","Inactive Programs",NA
"South Africa","Migration and Refugee Assistance",3e+05
"South Africa","Narcotics Control",406364
"South Africa","Nonproliferation, Anti-Terrorism, Demining and Related",2056767
"South Africa","Other Active Grant Programs",12157486
"South Africa","Other Food Aid Programs",NA
"South Africa","Other State Assistance",377400
"South Africa","Other USAID Assistance",18397420
"South Africa","Other USDA Assistance",51340
"South Africa","Peace Corps",4495100
"South Africa","Title II",1500000
"Southern Africa (not specified)","Child Survival and Health",NA
"Southern Africa (not specified)","Development Assistance",30175961
"Southern Africa (not specified)","Economic Support Fund/Security Support Assistance",NA
"Southern Africa (not specified)","Global HIV/AIDS Initiative",NA
"Southern Africa (not specified)","Global Health and Child Survival",3524494
"Southern Africa (not specified)","Migration and Refugee Assistance",8e+05
"Southern Africa (not specified)","Other Active Grant Programs",247539
"Southern Africa (not specified)","Other State Assistance",620000
"Southern Africa (not specified)","Other USAID Assistance",5778780
"Southern Africa (not specified)","Other USDA Assistance",NA
"Southern Africa (not specified)","Title II",NA
"Spain","Economic Support Fund/Security Support Assistance",NA
"Spain","Inactive Programs",NA
"Spain","Other Active Grant Programs",16370402
"Spain","Other USAID Assistance",NA
"Spain","Other USDA Assistance",407
"Spain","Title I",NA
"Spain","Title II",NA
"Sri Lanka","Child Survival and Health",NA
"Sri Lanka","Development Assistance",19373517
"Sri Lanka","Economic Support Fund/Security Support Assistance",29428422
"Sri Lanka","Migration and Refugee Assistance",8650000
"Sri Lanka","Millennium Challenge Corporation",NA
"Sri Lanka","Narcotics Control",5375
"Sri Lanka","Nonproliferation, Anti-Terrorism, Demining and Related",4114476
"Sri Lanka","Other Active Grant Programs",7147643
"Sri Lanka","Other Food Aid Programs",NA
"Sri Lanka","Other State Assistance",1771503
"Sri Lanka","Other USAID Assistance",20509526
"Sri Lanka","Other USDA Assistance",27256
"Sri Lanka","Peace Corps",NA
"Sri Lanka","Title I",NA
"Sri Lanka","Title II",18488900
"St. Lucia","Development Assistance",NA
"St. Lucia","Other State Assistance",NA
"St. Lucia","Other USAID Assistance",NA
"St. Vincent and Grenadines","Narcotics Control",NA
"St. Vincent and Grenadines","Other Active Grant Programs",199910
"St. Vincent and Grenadines","Other State Assistance",NA
"Sub-Saharan Africa (not specified)","Child Survival and Health",NA
"Sub-Saharan Africa (not specified)","Department of Defense Security Assistance",NA
"Sub-Saharan Africa (not specified)","Development Assistance",154065769
"Sub-Saharan Africa (not specified)","Economic Support Fund/Security Support Assistance",3601287
"Sub-Saharan Africa (not specified)","Global HIV/AIDS Initiative",NA
"Sub-Saharan Africa (not specified)","Global Health and Child Survival",35140134
"Sub-Saharan Africa (not specified)","Migration and Refugee Assistance",102636350
"Sub-Saharan Africa (not specified)","Millennium Challenge Corporation",NA
"Sub-Saharan Africa (not specified)","Narcotics Control",2755356
"Sub-Saharan Africa (not specified)","Nonproliferation, Anti-Terrorism, Demining and Related",3550000
"Sub-Saharan Africa (not specified)","Other Active Grant Programs",13815422
"Sub-Saharan Africa (not specified)","Other State Assistance",1339207
"Sub-Saharan Africa (not specified)","Other USAID Assistance",25456117
"Sub-Saharan Africa (not specified)","Other USDA Assistance",583718
"Sub-Saharan Africa (not specified)","Peace Corps",NA
"Sub-Saharan Africa (not specified)","Title II",NA
"Sub-Saharan Africa (not specified)","Voluntary Contributions to Multilateral Organizations, Total",1.55e+08
"Sudan","Child Survival and Health",NA
"Sudan","Department of Defense Security Assistance",73327
"Sudan","Development Assistance",8210113
"Sudan","Economic Support Fund/Security Support Assistance",303713611
"Sudan","Global HIV/AIDS Initiative",3319
"Sudan","Global Health and Child Survival",35899676
"Sudan","Migration and Refugee Assistance",57702817
"Sudan","Narcotics Control",11796106
"Sudan","Nonproliferation, Anti-Terrorism, Demining and Related",5350000
"Sudan","Other Active Grant Programs",2532474
"Sudan","Other Food Aid Programs",NA
"Sudan","Other State Assistance",1210753
"Sudan","Other USAID Assistance",127147371
"Sudan","Peace Corps",NA
"Sudan","Title I",NA
"Sudan","Title II",317303000
"Suriname","Department of Defense Security Assistance",25017
"Suriname","Economic Support Fund/Security Support Assistance",NA
"Suriname","Global HIV/AIDS Initiative",NA
"Suriname","Narcotics Control",NA
"Suriname","Other Active Grant Programs",18000
"Suriname","Other State Assistance",NA
"Suriname","Other USAID Assistance",NA
"Suriname","Peace Corps",1809700
"Suriname","Title I",NA
"Suriname","Title II",NA
"Swaziland","Child Survival and Health",NA
"Swaziland","Department of Defense Security Assistance",NA
"Swaziland","Development Assistance",55000
"Swaziland","Economic Support Fund/Security Support Assistance",NA
"Swaziland","Global HIV/AIDS Initiative",303017
"Swaziland","Global Health and Child Survival",43953557
"Swaziland","Narcotics Control",NA
"Swaziland","Nonproliferation, Anti-Terrorism, Demining and Related",70265
"Swaziland","Other Active Grant Programs",1364308
"Swaziland","Other Food Aid Programs",NA
"Swaziland","Other State Assistance",NA
"Swaziland","Other USAID Assistance",NA
"Swaziland","Other USDA Assistance",9000
"Swaziland","Peace Corps",1594900
"Swaziland","Title II",NA
"Sweden","Inactive Programs",NA
"Sweden","Other Active Grant Programs",374476
"Sweden","Other USAID Assistance",NA
"Switzerland","Narcotics Control",NA
"Switzerland","Other Active Grant Programs",9869967
"Switzerland","Other USDA Assistance",41
"Syria","Economic Support Fund/Security Support Assistance",NA
"Syria","Migration and Refugee Assistance",21820764
"Syria","Narcotics Control",NA
"Syria","Other Food Aid Programs",NA
"Syria","Other State Assistance",568300
"Syria","Other USAID Assistance",NA
"Syria","Title I",NA
"Syria","Title II",NA
"Tajikistan","Child Survival and Health",NA
"Tajikistan","Department of Defense Security Assistance",1675569
"Tajikistan","Development Assistance",24826
"Tajikistan","Economic Support Fund/Security Support Assistance",1199984
"Tajikistan","Food For Education",NA
"Tajikistan","Global HIV/AIDS Initiative",NA
"Tajikistan","Global Health and Child Survival",2243721
"Tajikistan","Migration and Refugee Assistance",NA
"Tajikistan","Narcotics Control",8265003
"Tajikistan","Nonproliferation, Anti-Terrorism, Demining and Related",3786514
"Tajikistan","Other Active Grant Programs",3937813
"Tajikistan","Other Food Aid Programs",NA
"Tajikistan","Other State Assistance",5423633
"Tajikistan","Other USAID Assistance",37412410
"Tajikistan","Other USDA Assistance",78000
"Tajikistan","Title I",NA
"Tajikistan","Title II",9679900
"Tanzania","Child Survival and Health",NA
"Tanzania","Development Assistance",50785241
"Tanzania","Economic Support Fund/Security Support Assistance",51500000
"Tanzania","Food For Education",NA
"Tanzania","Global HIV/AIDS Initiative",1398587
"Tanzania","Global Health and Child Survival",339760172
"Tanzania","Migration and Refugee Assistance",8911174
"Tanzania","Millennium Challenge Corporation",69145782
"Tanzania","Narcotics Control",NA
"Tanzania","Nonproliferation, Anti-Terrorism, Demining and Related",1818994
"Tanzania","Other Active Grant Programs",7669456
"Tanzania","Other Food Aid Programs",NA
"Tanzania","Other State Assistance",1119000
"Tanzania","Other USAID Assistance",12155786
"Tanzania","Other USDA Assistance",56999
"Tanzania","Peace Corps",3241900
"Tanzania","Title I",NA
"Tanzania","Title II",6129400
"Thailand","Child Survival and Health",NA
"Thailand","Department of Defense Security Assistance",14783
"Thailand","Development Assistance",10650000
"Thailand","Economic Support Fund/Security Support Assistance",4925600
"Thailand","Global HIV/AIDS Initiative",NA
"Thailand","Global Health and Child Survival",1492965
"Thailand","Inactive Programs",NA
"Thailand","Migration and Refugee Assistance",32086744
"Thailand","Narcotics Control",3855581
"Thailand","Nonproliferation, Anti-Terrorism, Demining and Related",2178985
"Thailand","Other Active Grant Programs",19806804
"Thailand","Other State Assistance",991969
"Thailand","Other USAID Assistance",293160
"Thailand","Other USDA Assistance",87803
"Thailand","Peace Corps",2884800
"Thailand","Title I",NA
"Thailand","Title II",NA
"Timor-Leste","Child Survival and Health",NA
"Timor-Leste","Department of Defense Security Assistance",NA
"Timor-Leste","Development Assistance",19446702
"Timor-Leste","Economic Support Fund/Security Support Assistance",5524377
"Timor-Leste","Global HIV/AIDS Initiative",2576
"Timor-Leste","Global Health and Child Survival",1942276
"Timor-Leste","Migration and Refugee Assistance",NA
"Timor-Leste","Millennium Challenge Corporation",10500532
"Timor-Leste","Narcotics Control",608336
"Timor-Leste","Other Active Grant Programs",NA
"Timor-Leste","Other State Assistance",30160
"Timor-Leste","Other USAID Assistance",8116870
"Timor-Leste","Peace Corps",NA
"Timor-Leste","Title I",NA
"Timor-Leste","Title II",NA
"Togo","Department of Defense Security Assistance",70000
"Togo","Development Assistance",175000
"Togo","Economic Support Fund/Security Support Assistance",NA
"Togo","Global HIV/AIDS Initiative",NA
"Togo","Migration and Refugee Assistance",NA
"Togo","Narcotics Control",NA
"Togo","Other Active Grant Programs",374109
"Togo","Other Food Aid Programs",NA
"Togo","Other State Assistance",571962
"Togo","Other USAID Assistance",NA
"Togo","Peace Corps",3272900
"Togo","Title I",NA
"Togo","Title II",NA
"Tonga","Child Survival and Health",NA
"Tonga","Economic Support Fund/Security Support Assistance",30266
"Tonga","Narcotics Control",NA
"Tonga","Other USAID Assistance",50000
"Tonga","Peace Corps",1349900
"Trinidad & Tobago","Department of Defense Security Assistance",1002
"Trinidad & Tobago","Economic Support Fund/Security Support Assistance",NA
"Trinidad & Tobago","Inactive Programs",NA
"Trinidad & Tobago","Narcotics Control",-202168
"Trinidad & Tobago","Nonproliferation, Anti-Terrorism, Demining and Related",172643
"Trinidad & Tobago","Other Active Grant Programs",382953
"Trinidad & Tobago","Other Food Aid Programs",NA
"Trinidad & Tobago","Other USAID Assistance",NA
"Trinidad & Tobago","Peace Corps",NA
"Trinidad & Tobago","Title II",NA
"Tunisia","Development Assistance",NA
"Tunisia","Economic Support Fund/Security Support Assistance",NA
"Tunisia","Migration and Refugee Assistance",NA
"Tunisia","Nonproliferation, Anti-Terrorism, Demining and Related",NA
"Tunisia","Other Active Grant Programs",63556
"Tunisia","Other Food Aid Programs",NA
"Tunisia","Other State Assistance",611334
"Tunisia","Other USAID Assistance",NA
"Tunisia","Other USDA Assistance",145853
"Tunisia","Peace Corps",NA
"Tunisia","Title I",NA
"Tunisia","Title II",NA
"Turkey","Child Survival and Health",NA
"Turkey","Development Assistance",2e+05
"Turkey","Economic Support Fund/Security Support Assistance",3e+06
"Turkey","Inactive Programs",NA
"Turkey","Migration and Refugee Assistance",9526307
"Turkey","Narcotics Control",254520
"Turkey","Nonproliferation, Anti-Terrorism, Demining and Related",1735354
"Turkey","Other Active Grant Programs",5390122
"Turkey","Other State Assistance",2673039
"Turkey","Other USAID Assistance",NA
"Turkey","Other USDA Assistance",5941
"Turkey","Peace Corps",NA
"Turkey","Title I",NA
"Turkey","Title II",NA
"Turkmenistan","Child Survival and Health",NA
"Turkmenistan","Department of Defense Security Assistance",NA
"Turkmenistan","Economic Support Fund/Security Support Assistance",NA
"Turkmenistan","Global HIV/AIDS Initiative",NA
"Turkmenistan","Global Health and Child Survival",1221000
"Turkmenistan","Narcotics Control",941617
"Turkmenistan","Nonproliferation, Anti-Terrorism, Demining and Related",571021
"Turkmenistan","Other Active Grant Programs",1061912
"Turkmenistan","Other Food Aid Programs",NA
"Turkmenistan","Other State Assistance",3279430
"Turkmenistan","Other USAID Assistance",10310947
"Turkmenistan","Other USDA Assistance",78000
"Turkmenistan","Peace Corps",1456300
"Turkmenistan","Title I",NA
"Turkmenistan","Title II",NA
"Uganda","Child Survival and Health",NA
"Uganda","Department of Defense Security Assistance",NA
"Uganda","Development Assistance",70380077
"Uganda","Economic Support Fund/Security Support Assistance",745768
"Uganda","Food For Education",NA
"Uganda","Global HIV/AIDS Initiative",2372563
"Uganda","Global Health and Child Survival",287419655
"Uganda","Migration and Refugee Assistance",8525474
"Uganda","Millennium Challenge Corporation",275146
"Uganda","Narcotics Control",2730000
"Uganda","Nonproliferation, Anti-Terrorism, Demining and Related",1339941
"Uganda","Other Active Grant Programs",11606345
"Uganda","Other Food Aid Programs",NA
"Uganda","Other State Assistance",2440597
"Uganda","Other USAID Assistance",19406569
"Uganda","Other USDA Assistance",35000
"Uganda","Peace Corps",2298500
"Uganda","Title I",NA
"Uganda","Title II",41558100
"Ukraine","Child Survival and Health",NA
"Ukraine","Department of Defense Security Assistance",NA
"Ukraine","Development Assistance",65000
"Ukraine","Economic Support Fund/Security Support Assistance",NA
"Ukraine","Global HIV/AIDS Initiative",210
"Ukraine","Global Health and Child Survival",9343968
"Ukraine","Migration and Refugee Assistance",734471
"Ukraine","Millennium Challenge Corporation",984068
"Ukraine","Narcotics Control",6119493
"Ukraine","Nonproliferation, Anti-Terrorism, Demining and Related",30062861
"Ukraine","Other Active Grant Programs",69852775
"Ukraine","Other Food Aid Programs",NA
"Ukraine","Other State Assistance",20034375
"Ukraine","Other USAID Assistance",143041111
"Ukraine","Other USDA Assistance",462000
"Ukraine","Peace Corps",6878400
"Ukraine","Title I",NA
"Ukraine","Title II",NA
"United Arab Emirates","Department of Defense Security Assistance",NA
"United Arab Emirates","Narcotics Control",55877
"United Arab Emirates","Nonproliferation, Anti-Terrorism, Demining and Related",919935
"United Arab Emirates","Other Active Grant Programs",179760
"United Arab Emirates","Other USAID Assistance",NA
"United Arab Emirates","Title II",NA
"United Kingdom","Economic Support Fund/Security Support Assistance",NA
"United Kingdom","Inactive Programs",NA
"United Kingdom","Other Active Grant Programs",1321113
"United Kingdom","Other State Assistance",NA
"United Kingdom","Other USAID Assistance",NA
"United Kingdom","Other USDA Assistance",611
"United Kingdom","Title II",NA
"Uruguay","Development Assistance",NA
"Uruguay","Economic Support Fund/Security Support Assistance",NA
"Uruguay","Inactive Programs",NA
"Uruguay","Narcotics Control",35000
"Uruguay","Other Active Grant Programs",527326
"Uruguay","Other Food Aid Programs",NA
"Uruguay","Other State Assistance",NA
"Uruguay","Other USAID Assistance",NA
"Uruguay","Other USDA Assistance",NA
"Uruguay","Peace Corps",NA
"Uruguay","Title I",NA
"Uruguay","Title II",NA
"Uzbekistan","Child Survival and Health",NA
"Uzbekistan","Department of Defense Security Assistance",NA
"Uzbekistan","Economic Support Fund/Security Support Assistance",NA
"Uzbekistan","Global HIV/AIDS Initiative",250000
"Uzbekistan","Global Health and Child Survival",2678807
"Uzbekistan","Narcotics Control",496987
"Uzbekistan","Nonproliferation, Anti-Terrorism, Demining and Related",287573
"Uzbekistan","Other Active Grant Programs",15914596
"Uzbekistan","Other Food Aid Programs",NA
"Uzbekistan","Other State Assistance",3357453
"Uzbekistan","Other USAID Assistance",7556644
"Uzbekistan","Other USDA Assistance",5486
"Uzbekistan","Peace Corps",NA
"Uzbekistan","Title I",NA
"Uzbekistan","Title II",125000
"Vanuatu","Economic Support Fund/Security Support Assistance",11000
"Vanuatu","Millennium Challenge Corporation",1355235
"Vanuatu","Other Active Grant Programs",NA
"Vanuatu","Other State Assistance",NA
"Vanuatu","Other USAID Assistance",NA
"Vanuatu","Peace Corps",2547900
"Venezuela","Development Assistance",NA
"Venezuela","Economic Support Fund/Security Support Assistance",7091430
"Venezuela","Inactive Programs",NA
"Venezuela","Narcotics Control",119720
"Venezuela","Other Active Grant Programs",217631
"Venezuela","Other State Assistance",1580003
"Venezuela","Other USAID Assistance",1207825
"Venezuela","Peace Corps",NA
"Venezuela","Title II",NA
"Vietnam","Child Survival and Health",NA
"Vietnam","Department of Defense Security Assistance",NA
"Vietnam","Development Assistance",16597012
"Vietnam","Economic Support Fund/Security Support Assistance",13166
"Vietnam","Food For Education",NA
"Vietnam","Global HIV/AIDS Initiative",445263
"Vietnam","Global Health and Child Survival",66024509
"Vietnam","Migration and Refugee Assistance",1037692
"Vietnam","Narcotics Control",NA
"Vietnam","Nonproliferation, Anti-Terrorism, Demining and Related",4767385
"Vietnam","Other Active Grant Programs",14168432
"Vietnam","Other Food Aid Programs",NA
"Vietnam","Other State Assistance",228000
"Vietnam","Other USAID Assistance",3214432
"Vietnam","Other USDA Assistance",303322
"Vietnam","Title I",NA
"Vietnam","Title II",NA
"West Africa (not specified)","Child Survival and Health",NA
"West Africa (not specified)","Development Assistance",81636221
"West Africa (not specified)","Economic Support Fund/Security Support Assistance",964000
"West Africa (not specified)","Global HIV/AIDS Initiative",NA
"West Africa (not specified)","Global Health and Child Survival",13007356
"West Africa (not specified)","Migration and Refugee Assistance",NA
"West Africa (not specified)","Millennium Challenge Corporation",NA
"West Africa (not specified)","Other Active Grant Programs",5567074
"West Africa (not specified)","Other State Assistance",835000
"West Africa (not specified)","Other USAID Assistance",16098885
"West Africa (not specified)","Other USDA Assistance",135000
"West Africa (not specified)","Title II",1660313
"West Bank/Gaza","Development Assistance",590191
"West Bank/Gaza","Economic Support Fund/Security Support Assistance",392419601
"West Bank/Gaza","Migration and Refugee Assistance",155300000
"West Bank/Gaza","Narcotics Control",119902245
"West Bank/Gaza","Other Active Grant Programs",1494944
"West Bank/Gaza","Other Food Aid Programs",NA
"West Bank/Gaza","Other State Assistance",1343894
"West Bank/Gaza","Other USAID Assistance",22094883
"West Bank/Gaza","Peace Corps",NA
"West Bank/Gaza","Title II",NA
"Western Europe (not specified)","Economic Support Fund/Security Support Assistance",NA
"Western Europe (not specified)","Inactive Programs",NA
"Western Europe (not specified)","Migration and Refugee Assistance",NA
"Western Europe (not specified)","Other Active Grant Programs",NA
"Western Europe (not specified)","Other Food Aid Programs",NA
"Western Europe (not specified)","Other USAID Assistance",NA
"Western Europe (not specified)","Peace Corps",NA
"Western Europe (not specified)","Title I",NA
"Western Europe (not specified)","Title II",NA
"World (not specified)","Child Survival and Health",4569834
"World (not specified)","Department of Defense Security Assistance",91335055
"World (not specified)","Development Assistance",328416431
"World (not specified)","Economic Support Fund/Security Support Assistance",109022023
"World (not specified)","Global HIV/AIDS Initiative",6908705
"World (not specified)","Global Health and Child Survival",1639073271
"World (not specified)","Inactive Programs",NA
"World (not specified)","Migration and Refugee Assistance",436329929
"World (not specified)","Millennium Challenge Corporation",206005435
"World (not specified)","Narcotics Control",204567097
"World (not specified)","Nonproliferation, Anti-Terrorism, Demining and Related",281947279
"World (not specified)","Other Active Grant Programs",749561656
"World (not specified)","Other Food Aid Programs",NA
"World (not specified)","Other State Assistance",35762832
"World (not specified)","Other USAID Assistance",1383966509
"World (not specified)","Other USDA Assistance",21611563
"World (not specified)","Peace Corps",146784900
"World (not specified)","Title I",NA
"World (not specified)","Title II",152732739
"World (not specified)","Voluntary Contributions to Multilateral Organizations, Total",2.507e+09
"Yemen","Department of Defense Security Assistance",NA
"Yemen","Development Assistance",38975891
"Yemen","Economic Support Fund/Security Support Assistance",8192122
"Yemen","Global Health and Child Survival",8275500
"Yemen","Migration and Refugee Assistance",19400000
"Yemen","Millennium Challenge Corporation",NA
"Yemen","Narcotics Control",745406
"Yemen","Nonproliferation, Anti-Terrorism, Demining and Related",4181617
"Yemen","Other Active Grant Programs",425046
"Yemen","Other Food Aid Programs",NA
"Yemen","Other State Assistance",1231318
"Yemen","Other USAID Assistance",31051581
"Yemen","Peace Corps",NA
"Yemen","Title I",NA
"Yemen","Title II",12609600
"Zambia","Child Survival and Health",NA
"Zambia","Department of Defense Security Assistance",NA
"Zambia","Development Assistance",46273392
"Zambia","Economic Support Fund/Security Support Assistance",1425000
"Zambia","Global HIV/AIDS Initiative",11836473
"Zambia","Global Health and Child Survival",237084865
"Zambia","Inactive Programs",NA
"Zambia","Migration and Refugee Assistance",1600000
"Zambia","Millennium Challenge Corporation",4490162
"Zambia","Narcotics Control",NA
"Zambia","Nonproliferation, Anti-Terrorism, Demining and Related",NA
"Zambia","Other Active Grant Programs",5061790
"Zambia","Other Food Aid Programs",3624017
"Zambia","Other State Assistance",90563
"Zambia","Other USAID Assistance",8524339
"Zambia","Other USDA Assistance",45116
"Zambia","Peace Corps",4849200
"Zambia","Title I",NA
"Zambia","Title II",6499400
"Zimbabwe","Child Survival and Health",NA
"Zimbabwe","Department of Defense Security Assistance",NA
"Zimbabwe","Development Assistance",2900823
"Zimbabwe","Economic Support Fund/Security Support Assistance",66847469
"Zimbabwe","Global HIV/AIDS Initiative",258253
"Zimbabwe","Global Health and Child Survival",28876132
"Zimbabwe","Migration and Refugee Assistance",8e+05
"Zimbabwe","Narcotics Control",NA
"Zimbabwe","Nonproliferation, Anti-Terrorism, Demining and Related",NA
"Zimbabwe","Other Active Grant Programs",8024451
"Zimbabwe","Other Food Aid Programs",NA
"Zimbabwe","Other State Assistance",1605765
"Zimbabwe","Other USAID Assistance",30011970
"Zimbabwe","Peace Corps",NA
"Zimbabwe","Title I",NA
"Zimbabwe","Title II",79545100
